loc,dow,hr,traffic
AU,3,6,0.5992858717948719
AU,3,7,0.5939846025641026
AU,3,8,0.6161935128205126
AU,3,9,0.6653801794871793
AU,3,10,0.7048902179487178
AU,3,11,0.7014837115384619
AU,3,12,0.6264020384615383
AU,3,13,0.5015103333333334
AU,3,14,0.38499877564102597
AU,3,15,0.29604157692307703
AU,3,16,0.24361746794871786
AU,3,17,0.20774868589743606
AU,3,18,0.19685898076923072
AU,3,19,0.22707415384615381
AU,3,20,0.2911029935897436
AU,3,21,0.3585631153846155
AU,3,22,0.42412271153846165
AU,3,23,0.48274338461538474
AU,4,0,0.5126064102564103
AU,4,1,0.5238213717948721
AU,4,2,0.5345697884615388
AU,4,3,0.5510669166666669
AU,4,4,0.5650266474358973
AU,4,5,0.5802814679487178
AU,4,6,0.5943459230769229
AU,4,7,0.5902503717948717
AU,4,8,0.6136189743589746
AU,4,9,0.6615682692307691
AU,4,10,0.7031788974358972
AU,4,11,0.7063050128205123
AU,4,12,0.6284610192307691
AU,4,13,0.5057700961538465
AU,4,14,0.3880643397435898
AU,4,15,0.29959375000000016
AU,4,16,0.2447122115384616
AU,4,17,0.2101483333333334
AU,4,18,0.19945953205128206
AU,4,19,0.23221812179487172
AU,4,20,0.2951671794871795
AU,4,21,0.36117654487179496
AU,4,22,0.4256538397435898
AU,4,23,0.4798678653846154
AU,5,0,0.510745185897436
AU,5,1,0.5213454038461538
AU,5,2,0.5320371858974359
AU,5,3,0.5517313846153845
AU,5,4,0.5668830192307689
AU,5,5,0.5762740705128202
AU,5,6,0.5962232884615385
AU,5,7,0.5925563205128205
AU,5,8,0.6059628152866241
AU,5,9,0.6352823885350318
AU,5,10,0.6661254394904459
AU,5,11,0.6740198089171975
AU,5,12,0.6234301273885349
AU,5,13,0.5277970063694263
AU,5,14,0.4200250509554139
AU,5,15,0.3312655732484076
AU,5,16,0.26891176433121033
AU,5,17,0.2226768280254778
AU,5,18,0.19965269426751592
