,count,mean,min,25%,50%,75%,max
ts,526060,2025-03-16 07:00:00,2023-09-15 08:00:00,2024-06-15 07:00:00,2025-03-16 07:00:00,2025-12-15 07:00:00,2026-09-15 06:00:00
